| 原始标签 | 名称 | 描述 | 外部链接 |
| avatar the last airbender | 降世神通：最后的气宗 | 降卋神通：最后的气宗（“卋”为“世”的古字，一般表达时直接将其转换为现代用字，又称为降世神通：安昂传说）是美国尼克频道和尼克网络播出的三季动画电视系列节目。该系列由担任执行制片人的Michael Dante DiMartino和Bryan Konietzko以及Aaron Ehasz创作和发行。降世神通发生在一个有中国色彩的武术和元素操纵世界。该剧将以前美国国内卡通传统上的东亚文化与西方文化混合，给美国国内卡通增添新气象。 | [维基百科](https://zh.wikipedia.org/zh-cn/降世神通：最後的氣宗) (\*) |
| coppelion | 核爆末世录 | 《核爆末世录》（日语：COPPELION）是井上智德的SF漫画作品。于《周刊Young Magazine》（讲谈社）2008年28号开始连载至2012年23号。其后转至同出版社的《月刊Young Magazine》2012年6月号开始连载，至2016年3月号完结。共226话，26卷。台湾已由尖端出版出版11本单行本。 | [维基百科](https://zh.wikipedia.org/zh-cn/核爆末世錄) (\*) |
| maison ikkoku | 相聚一刻 | 《相聚一刻》又译《一刻馆》，是高桥留美子的漫画作品。该作于1980年在小学馆青年漫画杂志《Big Comic Spirits》创刊号上开始连载，后来改编成电视动画，全96话。 | [维基百科](https://zh.wikipedia.org/zh-cn/相聚一刻) (\*) |
| mikakunin de shinkoukei | 未确认进行式 | 《未确认进行式》（日语：未確認で進行形），是日本漫画家荒井切利（荒井チェリー）的四格漫画作品，在一迅社旗下发行的杂志《漫画4格 Palette》2009年6月号中开始连载。 | [维基百科](https://zh.wikipedia.org/zh-cn/未確認進行式) (\*) |
| tasogare otome x amnesia | 黄昏少女×失忆 | 《黄昏少女×失忆》（日语：黄昏乙女×アムネジア），是日本漫画作品。作者为めいびい。在2012年1月的杂志“GANGAN JOKER”上宣布正式动画化，2012年4月8日开始播出。 | [维基百科](https://zh.wikipedia.org/zh-cn/黃昏乙女×失憶幽靈) (\*) |
| guild wars | 激战 | 激战（Guildwars，又称“行会战争”）是ArenaNet所制作的3D奇幻类型大型多人线上角色扮演游戏。 | [维基百科](https://zh.wikipedia.org/zh-cn/激战_%28游戏%29) (\*) |
| battle girl high school | 战斗女子高校 | 《战斗女子高校》（日语：バトルガールハイスクール 台版译名：战斗女子学园）是由COLOPL制作的一款智能手机游戏，简称《战女》。 | [萌娘百科](https://zh.moegirl.org/战斗女子高校) (\*\*) |
| nausicaa of the valley of the wind | 风之谷 | 《风之谷》（風の谷のナウシカ）是日本动画家、导演宫崎骏连载的漫画作品，于1984年3月11日改编成同名电影上映。 | [维基百科](https://zh.wikipedia.org/zh-cn/风之谷) (\*) |
| porco rosso | 红猪 | 《红猪》（日语：紅の豚），是1992年7月18日吉卜力工作室推出的一部的动画电影。 | [维基百科](https://zh.wikipedia.org/zh-cn/红猪) (\*) |
| princess mononoke | 幽灵公主 | 《幽灵公主》（日语：もののけ姫／もののけひめ Mononoke Hime）是日本吉卜力工作室制作、宫崎骏执导于1997年夏季推出的一部动画电影。内容描述著在幻想的室町时代里，一名虾夷少年为了找出自己受诅咒的原因而离开家园，之后介入了一场人类与森林神祇两方的冲突事件。 | [维基百科](https://zh.wikipedia.org/zh-cn/魔法公主) (\*) |
| the secret world of arrietty | 借东西的小人阿莉埃蒂 | 《借东西的小人阿莉埃蒂》（日语：借りぐらしのアリエッティ，英语：The Secret World of Arrietty），日语原意为借居的阿丽埃蒂，是日本吉卜力工作室2010年上映的动画电影，剧情改编自英国小说家玛丽·诺顿的奇幻小说《地板下的小矮人》。 | [维基百科](https://zh.wikipedia.org/zh-cn/借物少女艾莉緹) (\*) |
| whisper of the heart | 侧耳倾听 | 《侧耳倾听》（日语：耳をすませば／みみをすませば Mimi Wo Sumaseba，英语：Whisper of the Heart）是由吉卜力工作室的近藤喜文执导、改编自由柊葵创作的同名少女漫画的1995年日本电影动画。该电影于1995年7月15日在日本公开上映，同期上映的还有以男子歌星团体恰克与飞鸟的单曲《On Your Mark》所改编的约六分钟多长的同名短篇动画。 | [维基百科](https://zh.wikipedia.org/zh-cn/心之谷) (\*) |
| space patrol luluco | 宇宙巡警露露子 | 《宇宙巡警露露子》（日语：宇宙パトロールルル子）是日本的电视动画，于2016年4月至6月在ULTRA SUPER ANIME TIME时段播放，为TRIGGER成立五周年纪念作品。 | [维基百科](https://zh.wikipedia.org/zh-cn/宇宙巡警露露子) (\*) |
| shakunetsu no takkyuu musume | 灼热的乒乓球娘 | 《灼热的乒乓球娘》（日语：灼熱の卓球娘）是日本漫画家朝野橹的漫画作品。在《JUMP SQ.19》（集英社）2014年1月号至2015年3月号连载后，由于该杂志的休刊而移转至《周刊YOUNG JUMP》的网络漫画发布站《隔壁的YOUNG JUMP》继续刊行。 | [维基百科](https://zh.wikipedia.org/zh-cn/灼熱的桌球娘) (\*) |
| silver spoon | 银之匙 | 《银之匙 Silver Spoon》（日语：銀の匙 Silver Spoon）是荒川弘的日本漫画作品，于《周刊少年Sunday》连载。因作者家庭因素，自2016年10月开始无限期休载。2017年6月28日，《周刊少年Sunday》编辑部在官网发布预告，宣布本作将于7月5日发行的第32号刊恢复连载，刊载三话后再次宣布无限期休载。 | [维基百科](https://zh.wikipedia.org/zh-cn/银之匙_Silver_Spoon) (\*) |
| imouto sae ireba ii. | 如果有妹妹就好了。 | 《如果有妹妹就好了。》（日语：妹さえいればいい。）是平坂读著作、カントク插画的日本轻小说作品。2016年1月决定制作广播剧CD，并于同年3月出版的第4集特装版发行。2017年4月宣布动画化，2017年10月8日于东京都会电视台首播。 | [维基百科](https://zh.wikipedia.org/zh-cn/如果有妹妹就好了。) (\*) |
| bang dream | BanG Dream! | 《BanG Dream!》是以连载于《月刊武士道》的同名漫画作品为基础的日本跨媒体制作企划，该漫画由中村航原作、石田彩作画，并由ひと和负责人物设定，故事描述女高中生的乐队活动。各角色的声优则实际组成名为“Poppin'Party”“Roselia”“Afterglow”“Pastel＊Palettes”“Hello,Happy World!”等乐队并持续举办LIVE等活动。电视动画在2017年1月播放，OVA(第14话)则于同年8月于日本各电视台播放。 | [维基百科](https://zh.wikipedia.org/zh-cn/BanG_Dream!) (\*) |
| fantasy earth zero | 幻想大陆 | 《幻想大陆》（日语：ファンタジーアース ゼロ，英语：Fantasy Earth Zero，港台译作“幻想战记”）是一款大型多人线上角色扮演游戏。游戏动作因素强烈，并且加入了即时战略的要素而融合成独具一格的多人（最大50对50）国战系统，作为游戏的卖点。直到2013年4月的如今，北美、日本、中国大陆、台湾及香港都曾开设服务器，分别由不同的代理商代理运营。现在开发公司为FenixSoft，版权提供史克威尔艾尼克斯，企划史克威尔艾尼克斯第10开发部，原开发公司マルチターム。 | [维基百科](https://zh.wikipedia.org/zh-cn/幻想戰記) (\*) |
| fantastic four | 神奇四侠 | 神奇四侠（英语：Fantastic Four）是漫威漫画旗下的超级英雄，由四名具有超能力的人组成。台湾在早期译为四异人。 | [维基百科](https://zh.wikipedia.org/zh-cn/神奇四侠) (\*) |
| wonder woman | 神奇女侠 |  | [维基百科](https://zh.wikipedia.org/zh-cn/神奇女俠) |
| family guy | 恶搞之家 | 《恶搞之家》（Family Guy），是一部由塞思·迈克尔法兰创作的动画电视剧。自1999年起在美国福斯广播公司播出，另在其他电视台也有播映。 | [维基百科](https://zh.wikipedia.org/zh-cn/蓋酷家庭) (\*) |
| galaxy angel | 银河天使 | 《银河天使》是日本Broccoli公司的一个跨媒体制作企划。这套作品正朝着动画、漫画、小说、游戏及角色商品的方向发展。 | [维基百科](https://zh.wikipedia.org/zh-cn/銀河天使) (\*) |
| nurse witch komugi | 魔法护士小麦 | 《魔法护士小麦》是电视动画《The Soul Taker ～魂狩～》的外传作品，并有游戏、漫画、小说、网络广播等衍生作品。作品以OVA动画的形式发售，正篇《魔法护士小麦》6话、续篇《魔法护士小麦Z》2话。2015年10月宣布制作续篇动画《魔法护士小麦R》，电视动画在2016年1月首播。 | [维基百科](https://zh.wikipedia.org/zh-cn/魔法護士小麥) (\*) |
| popotan | 蒲公英之恋 | 《蒲公英之恋》（日语：ぽぽたん）是日本的ぷちフェレット于2002年12月13日发售的恋爱冒险类型成人游戏，2004年3月11日由WellMADE发售PlayStation 2版《おしえて! ぽぽたん》，2003年7月11日发售Fan disc《ぽぽたんファンディスク いっしょにA・SO・BO》。2003年播放电视动画版共12集，另外也改编成漫画、小说。 | [维基百科](https://zh.wikipedia.org/zh-cn/蒲公英之戀) (\*) |
| xenoblade | 异度之刃 | 《异度神剑》（日版名：ゼノブレイド，Xenoblade，英文版名：Xenoblade Chronicles，中国大陆又译作“异度之刃”，台湾又译作“异域神剑”）是由Monolith Soft制作，由任天堂发行在Wii平台上推出的角色扮演游戏，和《异度装甲》及《异度传说》一样，《异度神剑》的内容基本上是由高桥哲哉所创作。 | [维基百科](https://zh.wikipedia.org/zh-cn/异度神剑) (\*) |
| xenoblade x | 异度之刃X | 《异度之刃X》（日版名：ゼノブレイドクロス，Xenoblade X，英文版名：Xenoblade Chronicles X，港台译作“异域神剑X”）是一款由Monolith Soft开发，由任天堂于Wii U平台发行的日式动作角色扮演游戏。游戏是异度系列作品之一，为Wii游戏《异度之刃》的精神续作。游戏于2015年4月29日在日本发行，同年12月在欧美发行。 | [维基百科](https://zh.wikipedia.org/zh-cn/异度之刃X) (\*) |
| xenoblade chronicles 2 | 异度之刃2 | 《异度神剑2》（日语：ゼノブレイド2，Xenoblade 2，英语：Xenoblade Chronicles 2，中国大陆又译作“异度之刃2”，台湾又译作“异域神剑2”）是Monolith Soft开发，任天堂发行的日式电子角色扮演游戏，于2017年12月1日在任天堂Switch游戏机推出。本作为《异度之刃》的续作，但启用了新的角色。游戏的日版支持简体中文与繁体中文。 | [维基百科](https://zh.wikipedia.org/zh-cn/异度神剑2) (\*) |
| xenogears | 异度装甲 | 《异度装甲》（日语：ゼノギアス，英语：Xenogears，港台译作“异域神兵”）是一部科幻角色扮演游戏，游戏由史克威尔（现史克威尔艾尼克斯）开发并发行于索尼PlayStation平台，游戏于1998年2月11日发布于日本，同年10月20日发布于北美，但游戏并未于欧洲发布。游戏在2003年由史克威尔艾尼克斯以Greatest Hits之名重新发布，游戏还在2008年6月25日和2011年2月22日分别发布于日本和北美的PlayStation Network。2004年7月10日由民间团体“XG中文版制作组”发布针对日文版的汉化程序，使中文玩家可以在全中文环境下进行游戏。 | [维基百科](https://zh.wikipedia.org/zh-cn/異域神兵) (\*) |
| xenosaga | 异度传说 | 异度传说（日语：ゼノサーガ，英语：Xenosaga，港台译作“异域传说”），是由Monolith Soft制作，由Namco发行的电子游戏系列，另有漫画版和动画版的发行。和《异度装甲》一样，《异度传说》的内容基本上是由高桥哲哉所创作的。 | [维基百科](https://zh.wikipedia.org/zh-cn/異域傳說系列) (\*) |
| shining sword romance | 剑芒罗曼史 |  | [维基百科（日语）](https://ja.wikipedia.org/wiki/ロマンスは剣の輝き) |
| shining in the darkness | 光明与黑暗 | 《光明与黑暗》（日语：シャイニング&ザ・ダクネス，英语：Shining and the Darkness），是1991年Mega Drive游戏平台上的角色扮演游戏。它是Mega Drive平台上发布的第一个角色扮演游戏，并且也是光明系列的首作，该系列跨越世嘉四代游戏平台，以及Game Boy Advance 和PlayStation 2。 | [维基百科](https://zh.wikipedia.org/zh-cn/光明與黑暗_%28遊戲%29) (\*) |
| shining force | 光明力量 |  |  |
| shining force exa | 光明力量EXA |  |  |
| shining force feather | 光明力量 羽翼 |  | [维基百科（英语）](https://en.wikipedia.org/wiki/Shining_Force_Feather) |
| shining soul | 光明之魂 |  |  |
| shining tears | 光明之泪 | 《光明之泪》（日语：シャイニング・ティアーズ）是于2004年11月3日由世嘉发售的动作角色扮演游戏游戏，对应PlayStation 2平台。本作是新光明计划的第2作，由Tony负责人物设计。 | [维基百科](https://zh.wikipedia.org/zh-cn/光明之淚) (\*) |
| shining wind | 光明之风 | 《光明之风》（日语：シャイニング・ウィンド）为世嘉开发的动作角色扮演游戏，对应平台为PlayStation 2，于2007年在日本发售。本作为光明系列的其中一作，前作是《光明之泪》。 | [维基百科](https://zh.wikipedia.org/zh-cn/光明之風) (\*) |
